v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,wall_material,floor_material,roof_material,water_provision,toilet_type,cooking_energy,waste_disposal_method,wall_condition,floor_condition,roof_condition,marital_status,family_role,child_ratio,adult_ratio,elder_ratio,education,housing_ownership,electronics,qmobilephone,region,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,Target
100000.0,0,7,0,1,1,1,1.0,0,2,2,0,3,3,0,5,5,5,5,11,0.4597912829957029,5,5,1,1,1,3,2,1,2,3,3,7,3,0.2,0.8,0.0,4,2,2,5,1,1,0,19,121,361,25,0,1,1.0,0.0625,138.0625,4
100000.0,0,7,0,1,1,1,1.0,0,2,2,0,3,3,0,5,5,5,5,6,0.4597912829957029,5,5,1,1,1,3,2,1,2,3,3,3,2,0.2,0.8,0.0,2,2,2,5,1,1,0,56,36,3136,25,0,1,1.0,0.0625,138.0625,4
100000.0,0,7,0,1,1,1,1.0,0,2,2,0,3,3,0,5,5,5,5,8,0.4597912829957029,5,5,1,1,1,3,2,1,2,3,3,7,3,0.2,0.8,0.0,3,2,2,5,1,1,0,28,64,784,25,0,1,1.0,0.0625,138.0625,4
100000.0,0,7,0,1,1,1,1.0,0,2,2,0,3,3,0,5,5,5,5,11,0.4597912829957029,5,5,1,1,1,3,2,1,2,3,3,7,3,0.2,0.8,0.0,4,2,2,5,1,1,0,30,121,900,25,0,1,1.0,0.0625,138.0625,4
180000.0,0,4,0,1,1,1,1.0,0,1,1,1,3,4,1,4,5,5,5,0,0.4597912829957029,5,1,1,1,1,3,2,1,3,3,3,1,6,0.2,0.8,0.2,0,3,2,2,1,1,0,2,0,4,25,0,1,6.25,0.44444448,7.5625,2
180000.0,0,4,0,1,1,1,1.0,0,1,1,1,3,4,1,4,5,5,5,0,0.4597912829957029,5,1,1,1,1,3,2,1,3,3,3,7,3,0.2,0.8,0.2,0,3,2,2,1,1,0,45,0,2025,25,0,1,6.25,0.44444448,7.5625,2
180000.0,0,4,0,1,1,1,1.0,0,1,1,1,3,4,1,4,5,5,5,0,0.4597912829957029,5,1,1,1,1,3,2,1,3,3,3,5,1,0.2,0.8,0.2,0,3,2,2,1,1,0,73,0,5329,25,0,1,6.25,0.44444448,7.5625,2
180000.0,0,4,0,1,1,1,1.0,0,1,1,1,3,4,1,4,5,5,5,0,0.4597912829957029,5,1,1,1,1,3,2,1,3,3,3,7,3,0.2,0.8,0.2,0,3,2,2,1,1,0,32,0,1024,25,0,1,6.25,0.44444448,7.5625,2
180000.0,0,4,0,1,1,1,1.0,0,1,1,1,3,4,1,4,5,5,5,11,0.4597912829957029,5,1,1,1,1,3,2,1,3,3,3,5,3,0.2,0.8,0.2,4,3,2,2,1,1,0,31,121,961,25,0,1,6.25,0.44444448,7.5625,2
130000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,7,0.4597912829957029,5,6,6,1,1,3,2,1,3,2,3,2,1,0.4,0.6,0.0,3,3,2,4,1,1,0,42,49,1764,25,49,4,2.7777777,0.44444448,93.44445,4
130000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,10,0.0,5,6,6,1,1,3,2,1,3,2,3,7,3,0.4,0.6,0.0,3,3,2,4,1,1,0,16,100,256,25,49,4,2.7777777,0.44444448,93.44445,4
130000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,8,0.0,5,6,6,1,1,3,2,1,3,2,3,7,3,0.4,0.6,0.0,3,3,2,4,1,1,0,14,64,196,25,49,4,2.7777777,0.44444448,93.44445,4
130000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,11,0.4597912829957029,5,6,6,1,1,3,2,1,3,2,3,7,3,0.4,0.6,0.0,4,3,2,4,1,1,0,20,121,400,25,49,4,2.7777777,0.44444448,93.44445,4
130000.0,0,5,0,1,1,0,0.0,0,2,2,0,3,3,0,5,5,5,5,11,0.4597912829957029,5,6,6,1,1,3,2,1,3,2,3,2,2,0.4,0.6,0.0,4,3,2,4,1,1,0,40,121,1600,25,49,4,2.7777777,0.44444448,93.44445,4
40000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.4597912829957029,2,1,1,1,1,3,2,1,2,3,2,6,1,0.5,0.5,0.0,2,2,2,2,1,1,0,44,36,1936,4,36,1,1.0,1.0,289.0,4
40000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,0.4597912829957029,2,1,1,1,1,3,2,1,2,3,2,7,3,0.5,0.5,0.0,4,2,2,2,1,1,0,19,121,361,4,36,1,1.0,1.0,289.0,4
120000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,8,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,3,1,0.0,1.0,0.0,3,2,2,3,1,1,0,47,64,2209,9,0,0,1.0,0.0,81.0,4
120000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,10,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,5,3,0.0,1.0,0.0,3,2,2,3,1,1,0,28,100,784,9,0,0,1.0,0.0,81.0,4
120000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,9,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,3,2,0.0,1.0,0.0,3,2,2,3,1,1,0,52,81,2704,9,0,0,1.0,0.0,81.0,4
570540.0,0,10,0,1,1,1,3.0,1,2,3,1,2,3,2,4,6,6,6,5,0.0,6,1,1,1,1,2,2,1,3,3,3,7,3,0.6666666666666666,0.3333333333333333,0.0,1,3,2,4,1,1,0,12,25,144,36,289,16,4.0,4.0,289.0,4
570540.0,0,10,0,1,1,1,3.0,1,2,3,1,2,3,2,4,6,6,6,7,0.0,6,1,1,1,1,2,2,1,3,3,3,7,3,0.6666666666666666,0.3333333333333333,0.0,3,3,2,4,1,1,0,13,49,169,36,289,16,4.0,4.0,289.0,4
570540.0,0,10,0,1,1,1,3.0,1,2,3,1,2,3,2,4,6,6,6,2,0.0,6,1,1,1,1,2,2,1,3,3,3,1,3,0.6666666666666666,0.3333333333333333,0.0,1,3,2,4,1,1,0,9,4,81,36,289,16,4.0,4.0,289.0,4
570540.0,0,10,0,1,1,1,3.0,1,2,3,1,2,3,2,4,6,6,6,17,0.4597912829957029,6,1,1,1,1,2,2,1,3,3,3,3,1,0.6666666666666666,0.3333333333333333,0.0,8,3,2,4,1,1,0,49,289,2401,36,289,16,4.0,4.0,289.0,4
570540.0,0,10,0,1,1,1,3.0,1,2,3,1,2,3,2,4,6,6,6,17,0.4597912829957029,6,1,1,1,1,2,2,1,3,3,3,3,2,0.6666666666666666,0.3333333333333333,0.0,7,3,2,4,1,1,0,43,289,1849,36,289,16,4.0,4.0,289.0,4
570540.0,0,10,0,1,1,1,3.0,1,2,3,1,2,3,2,4,6,6,6,0,0.0,6,1,1,1,1,2,2,1,3,3,3,1,3,0.6666666666666666,0.3333333333333333,0.0,0,3,2,4,1,1,0,7,0,49,36,289,16,4.0,4.0,289.0,4
250000.0,0,5,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,0,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,1,3,0.3333333333333333,0.6666666666666666,0.0,0,2,2,2,1,1,0,2,0,4,9,121,1,1.0,0.25,169.0,4
250000.0,0,5,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,11,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,3,1,0.3333333333333333,0.6666666666666666,0.0,4,2,2,2,1,1,0,29,121,841,9,121,1,1.0,0.25,169.0,4
250000.0,0,5,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,15,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,3,2,0.3333333333333333,0.6666666666666666,0.0,7,2,2,2,1,1,0,32,225,1024,9,121,1,1.0,0.25,169.0,4
105000.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.4597912829957029,3,1,1,2,1,2,2,1,3,3,3,2,1,0.3333333333333333,0.6666666666666666,0.0,2,3,2,2,1,1,0,42,36,1764,9,36,1,9.0,0.25,36.0,4
105000.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,0,0.4597912829957029,3,1,1,2,1,2,2,1,3,3,3,1,3,0.3333333333333333,0.6666666666666666,0.0,0,3,2,2,1,1,0,3,0,9,9,36,1,9.0,0.25,36.0,4
105000.0,0,3,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.4597912829957029,3,1,1,2,1,2,2,1,3,3,3,2,2,0.3333333333333333,0.6666666666666666,0.0,2,3,2,2,1,1,0,32,36,1024,9,36,1,9.0,0.25,36.0,4
30000.0,0,6,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,18,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,4,1,0.0,1.0,0.0,8,2,2,3,1,1,0,43,324,1849,9,0,0,1.0,0.0,215.11111,4
30000.0,0,6,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,12,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,7,3,0.0,1.0,0.0,6,2,2,3,1,1,0,20,144,400,9,0,0,1.0,0.0,215.11111,4
30000.0,0,6,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,14,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,7,3,0.0,1.0,0.0,7,2,2,3,1,1,0,23,196,529,9,0,0,1.0,0.0,215.11111,4
456432.0,0,8,0,1,1,1,3.0,0,1,1,0,2,2,0,3,3,3,3,11,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,3,2,0.0,1.0,0.0,4,2,2,5,1,1,0,63,121,3969,9,196,0,0.36000001,0.0,169.0,4
456432.0,0,8,0,1,1,1,3.0,0,1,1,0,2,2,0,3,3,3,3,14,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,3,1,0.0,1.0,0.0,7,2,2,5,1,1,0,49,196,2401,9,196,0,0.36000001,0.0,169.0,4
456432.0,0,8,0,1,1,1,3.0,0,1,1,0,2,2,0,3,3,3,3,14,0.4597912829957029,3,1,1,1,1,3,2,1,3,3,3,7,3,0.0,1.0,0.0,7,2,2,5,1,1,0,27,196,729,9,196,0,0.36000001,0.0,169.0,4
432000.0,0,7,0,1,1,1,3.0,1,1,2,1,1,2,2,2,4,4,4,15,0.4597912829957029,4,1,1,1,1,2,2,1,3,3,3,3,2,0.5,0.5,0.0,7,2,2,2,1,1,0,37,225,1369,16,400,4,1.7777778999999998,1.0,306.25,4
432000.0,0,7,0,1,1,1,3.0,1,1,2,1,1,2,2,2,4,4,4,0,0.4597912829957029,4,1,1,1,1,2,2,1,3,3,3,1,3,0.5,0.5,0.0,0,2,2,2,1,1,0,0,0,0,16,400,4,1.7777778999999998,1.0,306.25,4
432000.0,0,7,0,1,1,1,3.0,1,1,2,1,1,2,2,2,4,4,4,0,0.4597912829957029,4,1,1,1,1,2,2,1,3,3,3,1,3,0.5,0.5,0.0,0,2,2,2,1,1,0,2,0,4,16,400,4,1.7777778999999998,1.0,306.25,4
432000.0,0,7,0,1,1,1,3.0,1,1,2,1,1,2,2,2,4,4,4,20,0.4597912829957029,4,1,1,1,1,2,2,1,3,3,3,3,1,0.5,0.5,0.0,8,2,2,2,1,1,0,56,400,3136,16,400,4,1.7777778999999998,1.0,306.25,4
90000.0,0,3,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,14,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,3,1,0.3333333333333333,0.6666666666666666,0.0,7,2,2,2,1,1,0,28,196,784,9,196,1,2.25,0.25,225.0,4
90000.0,0,3,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,16,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,3,2,0.3333333333333333,0.6666666666666666,0.0,7,2,2,2,1,1,0,32,256,1024,9,196,1,2.25,0.25,225.0,4
90000.0,0,3,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,0,0.4597912829957029,3,1,1,1,1,2,2,1,3,3,3,1,3,0.3333333333333333,0.6666666666666666,0.0,0,2,2,2,1,1,0,2,0,4,9,196,1,2.25,0.25,225.0,4
180000.0,0,4,0,1,1,1,2.0,1,1,2,1,1,2,2,2,4,4,4,15,0.4597912829957029,4,1,1,1,1,3,2,1,2,2,2,3,1,0.5,0.5,0.0,7,3,2,2,1,1,0,39,225,1521,16,225,4,4.0,1.0,240.25,4
180000.0,0,4,0,1,1,1,2.0,1,1,2,1,1,2,2,2,4,4,4,16,0.4597912829957029,4,1,1,1,1,3,2,1,2,2,2,3,2,0.5,0.5,0.0,7,3,2,2,1,1,0,36,256,1296,16,225,4,4.0,1.0,240.25,4
180000.0,0,4,0,1,1,1,2.0,1,1,2,1,1,2,2,2,4,4,4,2,0.0,4,1,1,1,1,3,2,1,2,2,2,1,3,0.5,0.5,0.0,1,3,2,2,1,1,0,8,4,64,16,225,4,4.0,1.0,240.25,4
180000.0,0,4,0,1,1,1,2.0,1,1,2,1,1,2,2,2,4,4,4,4,0.0,4,1,1,1,1,3,2,1,2,2,2,7,3,0.5,0.5,0.0,1,3,2,2,1,1,0,11,16,121,16,225,4,4.0,1.0,240.25,4
150000.0,0,5,0,1,1,0,0.0,0,2,2,1,3,4,1,5,6,6,6,0,0.4597912829957029,6,1,1,1,1,3,2,1,3,3,3,1,6,0.5,0.5,0.0,0,2,2,5,1,1,0,0,0,0,36,36,9,4.0,1.0,144.0,4
150000.0,0,5,0,1,1,0,0.0,0,2,2,1,3,4,1,5,6,6,6,8,0.4597912829957029,6,1,1,1,1,3,2,1,3,3,3,2,5,0.5,0.5,0.0,3,2,2,5,1,1,0,19,64,361,36,36,9,4.0,1.0,144.0,4
150000.0,0,5,0,1,1,0,0.0,0,2,2,1,3,4,1,5,6,6,6,9,0.4597912829957029,6,1,1,1,1,3,2,1,3,3,3,7,3,0.5,0.5,0.0,3,2,2,5,1,1,0,20,81,400,36,36,9,4.0,1.0,144.0,4
150000.0,0,5,0,1,1,0,0.0,0,2,2,1,3,4,1,5,6,6,6,6,0.4597912829957029,6,1,1,1,1,3,2,1,3,3,3,3,2,0.5,0.5,0.0,2,2,2,5,1,1,0,36,36,1296,36,36,9,4.0,1.0,144.0,4
150000.0,0,5,0,1,1,0,0.0,0,2,2,1,3,4,1,5,6,6,6,7,0.4597912829957029,6,1,1,1,1,3,2,1,3,3,3,2,3,0.5,0.5,0.0,3,2,2,5,1,1,0,19,49,361,36,36,9,4.0,1.0,144.0,4
150000.0,0,5,0,1,1,0,0.0,0,2,2,1,3,4,1,5,6,6,6,6,0.4597912829957029,6,1,1,1,1,3,2,1,3,3,3,3,1,0.5,0.5,0.0,2,2,2,5,1,1,0,44,36,1936,36,36,9,4.0,1.0,144.0,4
110000.0,0,6,0,1,0,1,1.0,0,1,1,0,1,1,0,2,2,2,4,11,0.4597912829957029,2,5,6,1,1,3,3,1,3,2,2,2,2,0.0,1.0,0.0,4,3,2,6,1,1,0,20,121,400,4,121,0,1.7777778999999998,0.0,121.0,4
110000.0,0,6,0,1,0,1,1.0,0,1,1,0,1,1,0,2,2,2,4,11,0.4597912829957029,2,5,6,1,1,3,3,1,3,2,2,2,1,0.0,1.0,0.0,4,3,2,6,1,1,0,21,121,441,4,121,0,1.7777778999999998,0.0,121.0,4
45000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,8,0.4597912829957029,3,3,1,1,1,3,2,1,3,3,3,3,2,0.3333333333333333,0.6666666666666666,0.0,3,2,2,3,1,1,0,51,64,2601,9,36,1,2.25,0.25,49.0,3
45000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,6,0.4597912829957029,3,3,1,1,1,3,2,1,3,3,3,3,1,0.3333333333333333,0.6666666666666666,0.0,2,2,2,3,1,1,0,56,36,3136,9,36,1,2.25,0.25,49.0,3
45000.0,0,4,0,1,1,0,0.0,0,1,1,1,1,2,1,2,3,3,3,4,0.0,3,3,1,1,1,3,2,1,3,3,3,7,3,0.3333333333333333,0.6666666666666666,0.0,1,2,2,3,1,1,0,10,16,100,9,36,1,2.25,0.25,49.0,3
200000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,9,0.4597912829957029,2,1,1,1,1,2,2,1,3,3,3,7,3,0.5,0.5,0.0,3,3,2,2,1,1,0,18,81,324,4,0,1,0.44444448,1.0,625.0,4
200000.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,16,0.4597912829957029,2,1,1,1,1,2,2,1,3,3,3,7,1,0.5,0.5,0.0,7,3,2,2,1,1,0,54,256,2916,4,0,1,0.44444448,1.0,625.0,4
357000.0,0,5,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,0,0.4597912829957029,3,3,1,1,1,3,2,1,3,3,3,1,3,0.3333333333333333,0.6666666666666666,0.0,0,2,2,3,1,1,0,6,0,36,9,36,1,1.0,0.25,56.25,4
357000.0,0,5,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,9,0.4597912829957029,3,3,1,1,1,3,2,1,3,3,3,3,2,0.3333333333333333,0.6666666666666666,0.0,3,2,2,3,1,1,0,32,81,1024,9,36,1,1.0,0.25,56.25,4
357000.0,0,5,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,6,0.4597912829957029,3,3,1,1,1,3,2,1,3,3,3,3,1,0.3333333333333333,0.6666666666666666,0.0,2,2,2,3,1,1,0,34,36,1156,9,36,1,1.0,0.25,56.25,4
180000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,3,0.4597912829957029,3,1,2,1,1,2,2,1,3,3,3,2,1,0.0,1.0,0.0,1,3,2,3,1,1,0,47,9,2209,9,0,0,1.0,0.0,44.444443,4
180000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,11,0.4597912829957029,3,1,2,1,1,2,2,1,3,3,3,7,3,0.0,1.0,0.0,4,3,2,3,1,1,0,25,121,625,9,0,0,1.0,0.0,44.444443,4
180000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.4597912829957029,3,1,2,1,1,2,2,1,3,3,3,2,2,0.0,1.0,0.0,2,3,2,3,1,1,0,44,36,1936,9,0,0,1.0,0.0,44.444443,4
130000.0,0,5,0,1,1,1,2.0,0,1,1,2,1,3,2,2,4,4,4,0,0.4597912829957029,4,1,1,1,1,3,2,1,3,3,3,1,3,0.5,0.5,0.0,0,2,2,3,1,1,0,3,0,9,16,256,4,1.7777778999999998,1.0,272.25,4
130000.0,0,5,0,1,1,1,2.0,0,1,1,2,1,3,2,2,4,4,4,3,0.0,4,1,1,1,1,3,2,1,3,3,3,7,3,0.5,0.5,0.0,1,2,2,3,1,1,0,10,9,100,16,256,4,1.7777778999999998,1.0,272.25,4
130000.0,0,5,0,1,1,1,2.0,0,1,1,2,1,3,2,2,4,4,4,16,0.4597912829957029,4,1,1,1,1,3,2,1,3,3,3,3,1,0.5,0.5,0.0,7,2,2,3,1,1,0,45,256,2025,16,256,4,1.7777778999999998,1.0,272.25,4
130000.0,0,5,0,1,1,1,2.0,0,1,1,2,1,3,2,2,4,4,4,17,0.4597912829957029,4,1,1,1,1,3,2,1,3,3,3,3,2,0.5,0.5,0.0,8,2,2,3,1,1,0,41,289,1681,16,256,4,1.7777778999999998,1.0,272.25,4
110000.0,0,5,0,1,1,1,1.0,0,1,1,1,2,3,1,3,4,4,4,11,0.4597912829957029,4,3,1,1,1,3,3,1,3,3,3,3,2,0.5,0.5,0.0,4,3,2,2,1,1,0,35,121,1225,16,121,4,4.0,1.0,121.0,4
110000.0,0,5,0,1,1,1,1.0,0,1,1,1,2,3,1,3,4,4,4,5,0.0,4,3,1,1,1,3,3,1,3,3,3,7,3,0.5,0.5,0.0,1,3,2,2,1,1,0,12,25,144,16,121,4,4.0,1.0,121.0,4
110000.0,0,5,0,1,1,1,1.0,0,1,1,1,2,3,1,3,4,4,4,0,0.4597912829957029,4,3,1,1,1,3,3,1,3,3,3,1,3,0.5,0.5,0.0,0,3,2,2,1,1,0,0,0,0,16,121,4,4.0,1.0,121.0,4
110000.0,0,5,0,1,1,1,1.0,0,1,1,1,2,3,1,3,4,4,4,11,0.4597912829957029,4,3,1,1,1,3,3,1,3,3,3,3,1,0.5,0.5,0.0,4,3,2,2,1,1,0,37,121,1369,16,121,4,4.0,1.0,121.0,4
50000.0,0,5,0,1,1,1,2.0,1,1,2,1,2,3,2,3,5,5,5,5,0.0,5,5,6,1,1,3,2,1,3,3,3,7,3,0.6,0.4,0.0,1,3,2,2,1,1,0,12,25,144,25,81,9,6.25,2.25,81.0,2
50000.0,0,5,0,1,1,1,2.0,1,1,2,1,2,3,2,3,5,5,5,9,0.4597912829957029,5,5,6,1,1,3,2,1,3,3,3,3,1,0.6,0.4,0.0,3,3,2,2,1,1,0,38,81,1444,25,81,9,6.25,2.25,81.0,2
50000.0,0,5,0,1,1,1,2.0,1,1,2,1,2,3,2,3,5,5,5,3,0.0,5,5,6,1,1,3,2,1,3,3,3,7,3,0.6,0.4,0.0,1,3,2,2,1,1,0,10,9,100,25,81,9,6.25,2.25,81.0,2
50000.0,0,5,0,1,1,1,2.0,1,1,2,1,2,3,2,3,5,5,5,9,0.4597912829957029,5,5,6,1,1,3,2,1,3,3,3,3,2,0.6,0.4,0.0,3,3,2,2,1,1,0,37,81,1369,25,81,9,6.25,2.25,81.0,2
50000.0,0,5,0,1,1,1,2.0,1,1,2,1,2,3,2,3,5,5,5,0,0.4597912829957029,5,5,6,1,1,3,2,1,3,3,3,1,3,0.6,0.4,0.0,0,3,2,2,1,1,0,0,0,0,25,81,9,6.25,2.25,81.0,2
50000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,9,0.4597912829957029,4,1,1,1,1,3,2,1,3,3,3,3,1,0.0,1.0,0.0,3,2,2,4,1,1,0,56,81,3136,16,81,0,1.7777778999999998,0.0,81.0,3
50000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,0.4597912829957029,4,1,1,1,1,3,2,1,3,3,3,7,3,0.0,1.0,0.0,2,2,2,4,1,1,0,32,36,1024,16,81,0,1.7777778999999998,0.0,81.0,3
50000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,0.4597912829957029,4,1,1,1,1,3,2,1,3,3,3,3,2,0.0,1.0,0.0,2,2,2,4,1,1,0,59,36,3481,16,81,0,1.7777778999999998,0.0,81.0,3
50000.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,15,0.4597912829957029,4,1,1,1,1,3,2,1,3,3,3,7,3,0.0,1.0,0.0,7,2,2,4,1,1,0,30,225,900,16,81,0,1.7777778999999998,0.0,81.0,3
60000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,9,0.4597912829957029,2,2,1,1,1,3,2,1,3,3,2,3,1,0.0,1.0,0.0,3,3,2,2,1,1,0,23,81,529,4,81,0,1.0,0.0,100.0,4
60000.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,0.4597912829957029,2,2,1,1,1,3,2,1,3,3,2,3,2,0.0,1.0,0.0,4,3,2,2,1,1,0,24,121,576,4,81,0,1.0,0.0,100.0,4
115000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,6,0.4597912829957029,5,1,1,1,1,3,2,1,3,2,3,3,2,0.4,0.6,0.0,2,2,2,2,1,1,0,54,36,2916,25,9,4,2.7777777,0.44444448,44.444443,4
115000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,6,4.0,5,1,1,1,1,3,2,1,3,2,3,7,3,0.4,0.6,0.0,2,2,2,2,1,1,0,17,36,289,25,9,4,2.7777777,0.44444448,44.444443,3
115000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,11,0.4597912829957029,5,1,1,1,1,3,2,1,3,2,3,7,3,0.4,0.6,0.0,4,2,2,2,1,1,0,24,121,576,25,9,4,2.7777777,0.44444448,44.444443,4
115000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,0,0.4597912829957029,5,1,1,1,1,3,2,1,3,2,3,1,6,0.4,0.6,0.0,0,2,2,2,1,1,0,1,0,1,25,9,4,2.7777777,0.44444448,44.444443,4
115000.0,0,5,0,1,1,0,0.0,1,2,3,0,2,2,1,4,5,5,5,3,0.4597912829957029,5,1,1,1,1,3,2,1,3,2,3,3,1,0.4,0.6,0.0,1,2,2,2,1,1,0,58,9,3364,25,9,4,2.7777777,0.44444448,44.444443,4
300000.0,0,5,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,0,0.4597912829957029,4,1,1,1,1,3,2,1,3,3,3,1,3,0.5,0.5,0.0,0,3,2,2,1,1,0,6,0,36,16,0,4,1.7777778999999998,1.0,156.25,4
300000.0,0,5,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,14,0.4597912829957029,4,1,1,1,1,3,2,1,3,3,3,2,2,0.5,0.5,0.0,7,3,2,2,1,1,0,56,196,3136,16,0,4,1.7777778999999998,1.0,156.25,4
300000.0,0,5,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,11,0.4597912829957029,4,1,1,1,1,3,2,1,3,3,3,2,1,0.5,0.5,0.0,4,3,2,2,1,1,0,32,121,1024,16,0,4,1.7777778999999998,1.0,156.25,4
300000.0,0,5,0,1,1,0,0.0,1,1,2,1,1,2,2,2,4,4,4,2,0.0,4,1,1,1,1,3,2,1,3,3,3,1,12,0.5,0.5,0.0,1,3,2,2,1,1,0,9,4,81,16,0,4,1.7777778999999998,1.0,156.25,4
0.0,0,6,0,1,1,0,0.0,0,3,3,2,2,4,2,5,7,7,7,0,0.4597912829957029,7,1,1,1,1,3,2,1,3,3,3,1,3,0.42857142857142855,0.5714285714285714,0.0,0,2,2,5,1,1,0,3,0,9,49,64,9,3.0625,0.5625,81.0,2
0.0,0,6,0,1,1,0,0.0,0,3,3,2,2,4,2,5,7,7,7,0,0.4597912829957029,7,1,1,1,1,3,2,1,3,3,3,1,3,0.42857142857142855,0.5714285714285714,0.0,0,2,2,5,1,1,0,0,0,0,49,64,9,3.0625,0.5625,81.0,2
0.0,0,6,0,1,1,0,0.0,0,3,3,2,2,4,2,5,7,7,7,12,0.4597912829957029,7,1,1,1,1,3,2,1,3,3,3,7,3,0.42857142857142855,0.5714285714285714,0.0,7,2,2,5,1,1,0,22,144,484,49,64,9,3.0625,0.5625,81.0,2
0.0,0,6,0,1,1,0,0.0,0,3,3,2,2,4,2,5,7,7,7,7,0.0,7,1,1,1,1,3,2,1,3,3,3,7,3,0.42857142857142855,0.5714285714285714,0.0,3,2,2,5,1,1,0,14,49,196,49,64,9,3.0625,0.5625,81.0,2
0.0,0,6,0,1,1,0,0.0,0,3,3,2,2,4,2,5,7,7,7,10,0.4597912829957029,7,1,1,1,1,3,2,1,3,3,3,7,3,0.42857142857142855,0.5714285714285714,0.0,3,2,2,5,1,1,0,20,100,400,49,64,9,3.0625,0.5625,81.0,2
